Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
07/14/2020,324,3,23,46,83,69,48,38,23,15,2,0,184,138,2,142,5,79,71,7,20,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,0,0,2,3,2,5,6,5,0,0,14,9,0,11,0,10,2,0,0
10/13/2021,361,4,25,84,86,65,47,34,30,9,6,0,183,178,0,54,23,89,133,27,35,0,0,1,0,1,1,0,1,0,3,1,0,1,0,3,0,0,0,1,3,7,4,3,3,3,1,0,20,5,0,6,1,13,4,1,0
08/05/2020,378,4,20,44,114,83,54,33,32,14,4,0,184,192,2,180,4,85,77,13,19,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,2,0,2,4,5,3,4,0,11,9,0,5,0,10,4,0,1
11/27/2020,1255,23,136,131,257,221,206,179,138,76,47,0,658,593,4,417,45,278,319,56,140,0,0,0,0,3,4,7,9,0,9,14,0,7,2,11,3,0,0,3,5,7,18,19,32,30,22,0,61,75,0,40,4,58,30,2,2
05/04/2021,465,6,53,79,125,80,84,39,31,14,13,0,244,221,0,112,21,202,61,9,60,0,0,0,0,0,1,3,2,0,1,5,0,0,0,5,1,0,0,2,1,6,9,15,9,6,5,0,26,27,0,6,1,36,10,0,0
08/06/2020,349,4,21,38,113,73,52,31,22,11,9,0,180,169,0,150,7,85,81,13,13,0,0,0,0,0,2,1,1,0,3,1,0,1,1,1,1,0,0,1,6,1,1,6,2,1,3,0,11,10,0,5,0,10,5,1,0
10/20/2021,323,5,13,68,87,52,41,31,28,11,5,0,146,175,2,71,17,76,100,16,43,0,0,0,1,2,0,1,1,0,1,4,0,2,0,2,1,0,0,0,0,1,0,3,4,2,3,0,7,6,0,2,0,7,2,1,1
10/31/2020,1065,10,82,136,272,221,169,130,86,39,12,0,543,522,0,384,39,165,295,50,132,0,0,1,0,2,1,5,1,0,2,8,0,4,1,2,3,0,0,2,6,4,14,13,21,15,7,0,38,44,0,24,3,32,19,2,2
10/11/2021,320,4,20,72,65,64,39,40,21,15,4,0,181,139,0,46,9,73,128,28,36,0,1,0,0,1,0,1,1,0,1,3,0,0,0,3,1,0,0,0,0,3,0,7,6,2,2,0,14,6,0,5,1,8,6,0,0
06/17/2020,219,21,29,18,57,33,32,30,23,13,13,0,109,109,1,107,3,51,40,4,14,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,2,3,6,5,7,0,17,12,0,6,1,18,4,0,0
03/16/2021,452,3,29,85,132,100,51,41,23,18,2,0,254,198,0,116,16,113,159,24,24,0,0,0,0,0,1,1,1,0,2,1,0,0,1,2,0,0,0,0,4,1,3,10,6,3,2,0,14,15,0,5,0,20,4,0,0
06/06/2020,170,20,38,18,33,22,36,28,20,9,4,0,88,82,0,92,1,31,28,8,10,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,6,5,4,5,10,2,6,0,12,26,0,16,0,13,8,0,1
12/02/2021,1062,8,65,230,248,216,134,116,69,30,19,0,572,485,5,185,24,258,313,107,175,0,0,0,0,0,4,3,1,0,4,4,0,2,0,6,0,0,0,0,9,6,9,8,11,13,9,0,40,25,0,14,0,33,16,1,1
05/03/2021,551,6,65,88,113,124,74,85,42,20,5,0,313,238,0,143,19,233,89,9,58,0,0,0,0,0,2,1,3,0,2,4,0,1,0,2,3,0,0,2,3,8,12,15,14,7,4,0,28,37,0,11,0,43,8,2,1
02/13/2022,173,3,20,41,28,31,22,17,13,14,7,0,93,80,0,34,11,27,64,8,29,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,0,2,3,2,0,3,7,3,0,13,7,0,2,0,10,5,2,1
03/14/2020,31,0,9,0,9,2,7,6,3,3,1,0,18,13,0,2,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,0,7,2,0,2,0,4,3,0,0
09/24/2021,353,6,23,70,89,81,41,33,24,13,2,0,186,165,2,67,12,102,111,27,34,0,0,1,1,0,2,1,1,0,1,5,0,2,1,2,1,0,0,1,2,5,5,2,2,3,3,0,12,11,0,5,0,13,5,0,0
04/22/2020,1053,45,145,33,168,168,168,206,150,65,95,0,547,506,0,489,25,280,126,47,86,0,0,3,2,5,15,8,12,0,20,25,0,8,0,27,9,1,0,0,5,10,28,24,33,20,25,0,70,75,0,47,4,60,26,7,1
05/28/2020,522,22,70,41,110,90,98,69,61,27,26,0,262,256,4,243,10,131,67,10,61,0,0,0,1,5,1,4,11,0,11,11,0,10,0,7,5,0,0,4,2,10,7,9,15,8,15,0,34,36,0,31,2,23,12,0,2
03/25/2020,367,5,124,2,51,71,72,82,33,36,20,0,169,198,0,51,10,192,90,16,8,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,24,16,28,17,0,54,70,0,13,2,91,15,3,0
07/22/2020,364,4,34,39,122,82,56,28,22,13,2,0,189,173,2,138,9,82,102,10,23,0,0,0,0,1,0,1,2,0,1,3,0,1,0,1,2,0,0,3,3,7,5,1,6,7,2,0,19,15,0,12,1,15,4,1,1
08/02/2021,474,3,24,65,138,114,74,40,27,12,4,0,251,221,2,114,22,119,126,16,77,0,0,1,0,1,0,0,1,0,1,2,0,0,0,3,0,0,0,0,3,5,1,4,3,4,4,0,16,8,0,4,0,17,3,0,0
07/16/2020,297,2,28,27,88,67,43,31,22,10,9,0,156,140,1,106,5,84,61,9,32,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,8,2,5,4,3,4,2,0,14,14,0,9,1,13,4,0,1
07/24/2021,196,0,15,45,54,35,17,23,14,4,4,0,93,103,0,36,8,57,61,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,4,2,1,2,0,10,5,0,4,0,9,2,0,0
03/25/2021,675,3,35,75,243,160,82,58,35,17,5,0,309,366,0,157,24,133,267,30,64,0,0,0,1,0,1,0,1,0,1,2,0,1,0,1,1,0,0,1,3,5,6,7,7,5,1,0,14,21,0,8,0,17,8,2,0
07/05/2021,58,2,7,11,15,14,7,5,3,2,1,0,26,31,1,16,1,16,14,4,7,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,2,1,1,0,1,1,1,0,0,3,4,0,2,0,3,1,0,1
07/11/2021,69,2,7,18,13,15,8,11,1,3,0,0,34,35,0,9,2,14,23,5,16,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,3,0,0,1,0,0,4,3,0,0,0,5,1,1,0
04/03/2020,465,24,160,2,71,63,77,94,79,49,30,0,254,211,0,120,28,198,84,14,21,0,0,1,2,2,4,6,9,0,11,13,0,3,0,19,2,0,0,2,7,9,23,26,39,33,21,0,75,85,0,37,4,93,19,4,3
07/12/2021,103,0,9,11,33,23,13,10,6,6,1,0,51,52,0,18,4,38,31,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,1,0,6,3,0,1,1,6,1,0,0
06/20/2021,27,1,6,6,6,4,4,2,5,0,0,0,16,11,0,10,0,6,5,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2,0,4,2,0,2,0,4,0,0,0
04/13/2022,642,0,13,78,186,166,104,52,33,14,9,0,373,265,4,85,51,64,294,40,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,0,1,1,0,8,5,0,1,1,3,6,1,1
10/27/2021,385,3,23,99,80,66,53,41,28,11,7,0,197,188,0,69,14,104,116,34,48,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,3,0,0,1,4,2,2,4,3,2,5,0,11,12,0,4,0,12,5,2,0
11/29/2021,1465,7,78,369,285,292,200,178,97,32,12,0,740,719,6,275,47,287,467,150,239,0,1,0,1,0,1,1,3,0,5,2,0,2,1,3,1,0,0,2,4,4,10,20,11,18,9,0,41,37,0,15,2,37,18,4,2
12/04/2021,614,4,80,124,152,124,69,67,37,21,20,0,332,279,3,113,21,150,176,44,110,0,0,0,0,1,2,0,1,0,1,3,0,0,0,3,1,0,0,0,7,10,7,16,10,16,14,0,41,39,0,18,1,36,22,3,0
04/16/2021,656,6,59,109,188,126,94,67,47,13,12,0,377,279,0,178,24,230,140,15,69,0,0,0,0,2,2,0,2,0,2,4,0,1,0,3,1,1,0,0,8,6,7,13,14,7,4,0,37,22,0,11,0,36,8,3,1
09/07/2020,72,1,17,4,19,17,5,10,11,3,3,0,39,33,0,23,0,22,19,3,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,6,1,1,5,1,1,0,11,6,0,8,0,5,3,0,1
05/23/2021,95,6,28,15,24,18,12,8,6,4,8,0,52,43,0,17,1,58,9,2,8,0,0,1,1,1,0,0,3,0,1,5,0,1,1,3,1,0,0,0,3,3,4,5,3,4,6,0,15,13,0,4,0,20,2,2,0
12/18/2020,1300,19,81,167,289,251,205,169,120,59,40,0,672,620,8,496,63,259,291,59,132,0,0,0,0,3,2,5,9,0,9,10,0,11,0,4,4,0,0,2,3,8,7,6,25,16,14,0,41,40,0,18,9,36,15,3,0
06/07/2020,110,20,31,3,29,30,16,13,8,7,4,0,53,57,0,49,4,29,12,3,13,0,0,1,2,1,8,1,7,0,7,13,0,10,0,8,2,0,0,0,6,6,5,5,4,5,0,0,18,13,0,16,2,11,1,1,0
04/13/2021,677,4,52,81,200,140,112,89,30,13,12,0,370,306,1,171,26,230,167,16,67,0,0,0,0,1,0,1,2,0,0,4,0,0,0,3,1,0,0,0,6,7,5,14,6,8,6,0,29,23,0,6,4,34,7,1,0
03/13/2022,82,1,9,8,17,26,15,5,7,1,3,0,49,33,0,12,5,8,33,7,17,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,3,2,0,5,4,0,7,0,2,0,0,0
03/29/2020,283,20,130,4,30,48,54,50,50,30,17,0,129,154,0,55,12,153,43,10,10,0,1,0,1,4,4,6,4,0,3,17,0,2,2,14,2,0,0,0,6,12,25,23,26,24,14,0,56,74,0,21,3,93,10,2,1
04/19/2022,884,1,16,202,226,188,102,77,51,25,13,0,494,384,6,137,74,134,367,51,121,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,2,6,2,2,0,9,7,0,0,0,4,8,3,1
07/19/2020,100,2,22,14,27,23,9,14,6,6,1,0,53,46,1,26,2,35,28,3,6,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,1,2,5,5,3,2,1,0,13,9,0,1,0,18,3,0,0
10/27/2020,1627,4,89,202,452,341,252,179,117,53,31,0,841,783,3,684,46,252,422,73,150,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,2,7,13,23,20,9,11,0,51,38,0,25,3,37,18,5,1
09/07/2021,577,3,48,119,133,99,86,61,41,23,15,0,302,274,1,132,25,151,147,19,103,0,0,0,1,1,0,0,1,0,0,3,0,2,0,1,0,0,0,1,4,5,7,6,13,7,5,0,28,20,0,13,4,21,7,2,1
07/04/2020,63,5,14,8,16,10,13,6,7,2,1,0,34,28,1,13,3,17,17,4,9,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,1,0,0,2,1,0,1,5,1,2,2,0,8,6,0,2,0,8,1,1,2
12/28/2021,10465,15,234,2823,2275,1927,1338,1015,624,302,157,4,5873,4536,56,2632,345,2704,2113,756,1915,0,0,1,1,2,3,4,4,0,6,9,0,4,0,7,4,0,0,12,29,27,23,35,43,31,34,0,125,109,0,39,4,140,40,4,7
03/29/2021,729,3,43,96,237,136,94,91,47,18,10,0,386,343,0,187,29,181,250,13,69,0,0,0,0,1,1,1,0,0,0,3,0,1,0,1,1,0,0,2,4,6,4,11,9,2,5,0,23,20,0,6,2,24,9,1,1
10/23/2021,222,2,19,37,40,58,24,27,21,7,8,0,110,112,0,40,8,60,83,14,17,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3,4,4,3,3,0,9,10,0,4,0,6,7,1,1
08/13/2020,390,4,24,39,118,78,72,40,24,11,8,0,211,177,2,188,8,72,94,15,13,0,0,0,0,1,0,3,0,0,1,3,0,2,0,1,1,0,0,0,4,2,5,0,6,5,2,0,15,9,0,8,0,11,3,2,0
02/07/2021,212,8,40,23,48,46,30,31,14,13,7,0,113,99,0,61,11,46,69,13,12,0,0,0,0,1,1,4,2,0,3,5,0,1,1,4,2,0,0,1,5,4,3,7,7,7,6,0,20,20,0,9,1,18,10,1,1
05/20/2021,247,4,40,49,47,54,35,26,22,13,1,0,132,115,0,56,6,118,34,5,28,0,0,0,0,0,0,1,3,0,3,1,0,0,1,3,0,0,0,1,3,9,4,5,12,4,2,0,18,22,0,5,0,32,3,0,0
09/06/2021,281,4,26,71,67,53,41,17,21,7,4,0,140,141,0,57,10,83,85,6,40,0,0,1,0,0,0,3,0,0,2,2,0,1,0,2,1,0,0,3,3,3,1,5,8,0,3,0,16,10,0,5,1,15,3,0,2
03/08/2022,164,2,12,43,40,24,15,15,12,11,4,0,87,72,5,30,11,24,65,10,24,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,1,0,3,0,1,1,4,2,0,6,6,0,3,1,5,3,0,0
07/09/2021,82,1,7,13,20,25,12,5,4,2,1,0,39,43,0,18,1,23,23,1,16,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,2,1,0,0,1,0,4,3,0,3,0,1,3,0,0
04/23/2021,532,7,51,93,130,99,82,62,40,16,10,0,290,242,0,136,31,196,96,15,58,0,0,1,0,3,0,3,0,0,2,5,0,1,2,3,1,0,0,2,2,11,6,7,10,8,5,0,24,27,0,11,0,33,5,1,1
05/09/2021,166,9,49,28,28,37,21,20,15,10,7,0,87,79,0,52,2,70,26,5,11,0,0,0,1,2,2,4,0,0,4,5,0,3,0,4,2,0,0,0,4,10,12,4,8,5,6,0,23,26,0,14,0,28,3,3,1
04/14/2021,772,9,47,143,215,175,115,61,37,11,15,0,413,358,1,195,25,254,195,20,83,0,0,1,0,1,1,2,4,0,3,6,0,3,0,4,1,0,1,4,4,6,5,4,10,4,10,0,27,20,0,10,1,29,6,1,0
03/28/2021,354,7,41,30,120,74,51,41,24,8,6,0,192,162,0,73,18,80,140,16,27,0,0,0,2,2,2,0,1,0,1,6,0,3,0,2,2,0,0,0,5,5,2,18,6,4,1,0,17,24,0,9,0,24,4,4,0
12/21/2021,6946,9,199,904,2103,1775,973,637,363,119,71,1,3800,3112,34,971,235,1879,2042,560,1259,0,0,0,1,1,1,3,3,0,3,6,0,2,0,5,2,0,0,12,21,21,20,29,31,40,25,0,95,104,0,38,1,103,46,7,4
05/13/2021,315,8,44,64,69,49,56,38,31,5,3,0,178,136,1,71,6,150,45,3,40,0,0,0,0,1,5,1,1,0,6,2,0,0,0,5,3,0,0,3,7,4,5,8,12,5,0,0,19,25,0,6,1,33,2,0,2
10/04/2020,152,5,22,19,34,26,20,25,13,12,3,0,63,89,0,41,6,33,52,5,15,0,0,0,0,0,0,1,4,0,3,2,0,1,0,1,3,0,0,0,2,2,0,3,6,8,1,0,11,11,0,2,0,14,5,1,0
10/19/2021,321,2,21,77,60,64,42,29,29,14,6,0,182,139,0,49,11,69,116,30,46,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,4,1,5,3,3,2,3,0,13,8,0,3,0,10,5,3,0
11/08/2020,1105,11,109,123,269,236,177,142,87,44,27,0,553,551,1,369,31,188,357,59,101,0,1,0,0,1,3,3,3,0,0,11,0,6,0,4,1,0,0,6,9,3,14,23,17,23,14,0,57,52,0,44,4,41,17,3,0
12/05/2020,1203,13,84,165,270,216,170,185,118,51,28,0,610,592,1,482,50,212,283,43,133,0,0,2,1,2,1,2,5,0,5,8,0,7,0,4,2,0,0,4,5,9,5,11,25,13,12,0,41,43,0,25,5,32,17,4,1
04/23/2020,1466,36,167,32,192,206,223,240,245,161,167,0,780,684,2,543,23,499,201,64,136,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,14,22,26,39,31,28,0,79,88,0,61,6,58,31,9,2
12/15/2020,1613,22,87,214,362,269,259,242,156,67,44,0,820,785,8,680,49,296,337,76,175,0,0,0,3,4,7,6,2,0,7,15,0,10,1,6,5,0,0,1,2,5,11,13,28,14,13,0,37,50,0,28,5,34,15,3,2
10/26/2021,345,3,18,92,63,70,45,39,24,8,4,0,181,163,1,70,11,91,109,23,41,0,0,0,0,1,0,0,2,0,2,1,0,0,1,2,0,0,0,1,1,4,3,3,2,3,1,0,9,9,0,3,0,9,5,0,1
04/24/2021,410,10,46,75,84,95,62,49,28,12,5,0,228,182,0,117,16,142,84,13,38,0,0,0,0,2,4,2,2,0,4,6,0,4,0,2,4,0,0,1,4,7,13,6,7,2,6,0,29,17,0,9,0,26,8,1,2
03/14/2022,185,2,13,35,34,44,27,21,17,5,2,0,103,82,0,40,14,17,70,10,34,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,3,2,0,1,3,2,2,0,6,7,0,5,0,3,5,0,0
03/19/2020,184,2,36,5,34,47,35,25,18,18,2,0,87,97,0,21,10,79,64,7,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,7,9,6,10,1,0,16,20,0,4,1,23,7,1,0
07/05/2020,89,3,16,6,29,19,14,11,8,2,0,0,53,35,1,26,0,24,23,7,9,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,2,1,4,3,2,1,3,0,5,11,0,6,1,6,3,0,0
04/29/2020,1151,44,158,54,208,230,219,201,118,62,59,0,547,603,1,636,21,200,143,37,114,0,1,1,4,4,5,9,20,0,21,23,0,16,3,13,12,0,0,0,12,10,23,27,34,20,32,0,78,80,0,59,4,49,34,10,2
04/18/2021,316,7,54,44,71,78,45,44,18,9,7,0,173,143,0,63,12,134,71,11,25,0,0,0,0,4,0,1,2,0,5,2,0,3,1,3,0,0,0,2,6,4,9,17,9,4,3,0,27,27,0,7,0,37,9,1,0
03/20/2021,277,6,29,31,90,67,37,24,18,5,5,0,135,142,0,68,17,79,87,9,17,0,0,0,0,1,2,1,2,0,3,3,0,1,0,3,2,0,0,1,7,2,1,10,4,1,3,0,15,14,0,8,1,10,9,0,1
05/02/2021,230,14,48,32,46,55,24,28,29,11,5,0,129,100,1,41,14,107,44,9,15,0,0,1,0,4,2,4,3,0,7,7,0,0,0,11,3,0,0,1,5,5,4,11,14,5,3,0,28,20,0,10,3,29,5,0,1
01/27/2022,1041,16,70,290,203,193,120,81,86,42,25,1,538,495,8,265,56,156,300,65,199,0,0,0,0,0,2,6,8,0,8,8,0,4,0,7,5,0,0,3,3,4,6,6,20,11,17,0,35,35,0,17,2,28,21,1,1
01/23/2022,675,25,62,166,118,135,101,73,44,24,14,0,336,334,5,143,43,95,212,49,133,0,1,0,2,3,4,8,7,0,11,14,0,3,2,18,2,0,0,3,5,5,6,8,12,13,10,0,43,19,0,14,2,30,13,1,2
01/31/2022,957,17,46,288,198,140,101,97,61,41,31,0,512,433,12,213,73,187,262,46,176,0,0,0,1,1,1,8,6,0,9,8,0,2,1,10,4,0,0,3,5,3,5,3,9,5,13,0,29,17,0,7,1,27,11,0,0
03/03/2020,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,3,0,0,0
04/11/2022,541,1,17,64,154,126,79,50,32,21,15,0,309,232,0,64,50,58,254,45,70,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,3,2,3,2,3,0,10,7,0,3,2,3,6,2,1
02/22/2022,287,2,27,80,67,43,29,26,19,11,11,1,137,148,2,69,19,48,82,15,54,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,2,2,3,1,2,2,8,7,0,14,13,0,10,0,6,9,1,1
07/26/2020,96,6,18,7,24,25,10,16,8,4,2,0,48,48,0,32,4,20,28,3,9,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,2,2,5,5,1,2,0,10,8,0,5,0,9,3,1,0
01/02/2021,1112,21,63,126,277,209,191,146,86,51,26,0,590,520,2,460,36,161,315,56,84,0,1,0,1,1,3,6,9,0,4,17,0,7,3,5,6,0,0,1,6,5,7,10,14,11,9,0,26,37,0,15,4,28,13,3,0
06/02/2020,247,25,50,14,35,45,44,31,34,18,26,0,121,114,12,99,14,67,22,10,35,0,0,1,0,3,3,4,14,0,12,13,0,15,2,5,3,0,0,0,4,4,4,9,12,12,5,0,22,28,0,21,2,15,11,1,0
02/17/2022,310,4,21,82,72,55,35,29,17,13,7,0,167,141,2,64,25,49,84,14,74,0,0,0,1,0,0,1,2,0,1,3,0,1,0,1,2,0,0,1,3,1,1,2,4,5,4,0,10,11,0,8,0,4,8,0,1
03/27/2021,410,4,33,61,107,94,55,46,34,9,4,0,199,211,0,98,22,81,163,15,31,0,0,0,1,1,1,0,1,0,2,2,0,0,0,3,1,0,0,0,4,1,8,5,7,4,4,0,16,17,0,11,1,13,8,0,0
07/25/2020,155,8,21,29,33,33,25,16,7,9,3,0,78,77,0,61,8,32,34,7,13,0,0,0,1,1,3,1,2,0,4,4,0,2,0,3,3,0,0,0,0,3,5,2,4,4,3,0,12,9,0,4,0,12,5,0,0
08/30/2020,100,5,22,12,24,16,18,14,8,4,4,0,49,51,0,29,1,24,39,4,3,0,0,0,0,0,0,3,2,0,4,1,0,1,0,4,0,0,0,2,2,1,2,4,4,2,5,0,9,13,0,6,0,9,7,0,0
03/12/2020,21,0,7,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,3,4,0,0,1,4,2,0,0
02/26/2021,358,6,22,67,98,58,58,29,32,10,6,0,180,177,1,106,9,85,107,16,35,0,0,0,0,1,1,0,4,0,0,6,0,3,0,1,2,0,0,3,1,1,2,3,5,2,5,0,11,11,0,5,0,13,3,1,0
09/16/2020,365,4,32,47,120,78,48,34,25,10,3,0,203,162,0,177,6,58,98,3,23,0,0,0,0,0,2,1,1,0,3,1,0,1,0,1,2,0,0,1,3,2,3,0,13,6,4,0,23,9,0,10,0,10,9,1,2
07/12/2020,97,4,15,7,33,15,19,11,3,7,2,0,52,45,0,31,4,27,23,2,10,0,0,0,0,0,2,0,2,0,2,2,0,0,0,1,3,0,0,1,3,0,1,2,2,5,1,0,6,9,0,3,3,8,1,0,0
11/21/2020,1263,18,99,160,294,248,194,161,115,60,31,0,639,623,1,443,54,217,343,62,144,0,0,0,0,3,4,4,7,0,8,10,0,6,2,7,3,0,0,3,6,12,16,9,16,17,20,0,42,57,0,28,3,39,23,3,3
06/26/2020,219,13,29,18,60,49,29,26,17,11,9,0,121,98,0,75,5,55,59,5,20,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,8,4,5,0,11,18,0,6,2,15,4,1,1
03/17/2021,483,9,28,46,165,105,70,49,35,9,4,0,240,243,0,102,28,106,185,17,45,0,0,1,1,0,2,1,4,0,4,5,0,1,0,5,3,0,0,0,5,3,4,5,5,3,3,0,15,13,0,7,1,17,3,0,0
12/06/2020,708,27,91,72,160,128,111,99,72,48,18,0,374,332,2,225,28,151,197,22,85,0,0,0,2,2,3,8,12,0,11,16,0,9,3,7,6,1,1,2,7,5,8,12,18,18,21,0,47,44,0,29,1,37,22,1,1
12/23/2020,1222,21,95,140,289,222,193,166,118,62,32,0,635,583,4,469,49,251,276,55,122,0,0,0,2,2,5,5,7,0,6,15,0,8,1,5,7,0,0,1,3,4,4,15,20,26,22,0,43,52,0,23,7,34,26,4,1
09/18/2020,356,4,21,41,101,74,44,45,34,8,9,0,162,194,0,159,16,53,91,14,23,0,0,0,0,0,0,1,3,0,2,2,0,1,0,2,1,0,0,0,0,1,1,3,3,7,6,0,10,11,0,1,1,9,9,0,1
04/10/2021,557,8,52,88,150,112,91,65,28,15,8,0,281,276,0,159,30,163,145,15,45,0,0,0,1,0,4,1,2,0,5,3,0,3,0,4,1,0,0,1,5,4,10,12,7,8,5,0,21,31,0,11,1,34,5,0,1
09/15/2020,352,1,21,54,100,67,47,42,26,13,3,0,189,163,0,167,9,49,97,10,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4,5,3,4,3,0,10,11,0,8,1,7,5,0,0
02/10/2022,430,8,23,101,102,83,41,35,40,20,8,0,231,196,3,92,30,75,138,33,62,0,0,0,1,0,1,3,3,0,1,7,0,1,0,3,4,0,0,1,2,1,2,3,6,3,5,0,12,11,0,6,0,11,6,0,0
04/28/2020,1321,56,174,68,247,231,252,247,156,68,52,0,634,687,0,692,18,278,136,61,136,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,21,40,28,29,26,0,73,101,0,70,7,61,30,6,0
04/21/2020,874,36,171,20,147,164,160,154,109,56,64,0,438,436,0,416,14,225,133,30,56,0,1,0,3,0,7,11,14,0,14,22,0,12,2,18,4,0,0,1,5,10,16,34,37,34,34,0,73,98,0,56,4,72,29,8,2
05/10/2021,399,6,43,103,66,72,67,50,29,7,5,0,217,182,0,84,19,181,68,12,35,1,0,0,1,0,0,2,2,0,4,2,0,0,0,5,1,0,0,0,4,5,9,11,7,5,2,0,24,19,0,5,0,29,6,2,1
12/17/2020,1348,24,90,169,327,255,197,183,123,50,43,1,708,636,4,593,55,232,269,54,145,0,0,1,1,3,6,2,11,0,9,15,0,9,0,8,7,0,0,1,5,10,5,13,23,13,19,1,43,46,1,28,4,37,16,1,4
01/30/2022,429,14,39,101,79,76,65,29,39,24,16,0,233,191,5,92,32,55,148,25,77,0,0,1,1,0,4,4,4,0,7,7,0,4,0,7,3,0,0,1,1,6,2,3,8,6,12,0,17,22,0,8,1,12,15,3,0
04/06/2021,857,4,67,134,234,185,125,90,56,18,15,0,439,417,1,233,65,250,211,29,69,0,0,0,0,1,3,0,0,0,0,4,0,3,0,1,0,0,0,0,2,8,10,17,14,8,8,0,29,38,0,12,2,41,7,3,2
